id,probability_maraud,successful_mating,next_foraging_time,foraging_events,foraging_hrs,foraging_sqhrs,staying_events,staying_hrs,staying_sqhrs,repairing_events,repairing_hrs,repairing_sqhrs,marauding_events,marauding_hrs,marauding_sqhrs,traveling_events,traveling_hrs,traveling_sqhrs
0,0.054,8,360.34873916595393,579.0,73.90805925726532,15.751729605274479,1473.0,248.25887113562626,53.57696515145962,213.0,36.70883710105578,8.162204330115454,7.0,0.7,0.07,79.0,0.4289822574351855,0.0023294402176479386
1,0.054,4,360.2732470632743,580.0,73.44155678382641,15.562792989514575,1260.0,217.44748551848605,47.4820309888397,395.0,67.08743359812668,14.64921087367602,17.0,1.7000000000000004,0.1700000000000001,79.0,0.4289822574351855,0.0023294402176479386
2,0.054,7,360.255793636587,571.0,70.4954865325616,14.458521114860408,1358.0,226.8701192470065,47.707082707214305,339.0,60.81242230743969,13.60581139599953,15.0,1.5000000000000002,0.15000000000000008,87.0,0.4724234986944448,0.002565332897916084
3,0.0,8,360.2926647791842,566.0,71.99826507147449,14.222216135160709,1362.0,227.0112263166446,47.80804225304371,361.0,61.129317378016886,13.274189063830693,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,8,360.0165867404648,561.0,72.82942007960905,15.942347915361974,1300.0,219.627218786036,47.10996006062668,398.0,67.72353399335675,14.50733334365839,0.0,0.0,0.0,0.0,0.0,0.0
5,0.054,12,360.3668488240073,576.0,69.52395518273022,14.410463826045044,1517.0,258.05348161805466,55.068174592620124,184.0,30.303072073154524,6.474408719905674,18.0,1.8000000000000005,0.1800000000000001,78.0,0.42355210227777806,0.0022999536326144205
6,0.054,9,360.13212605137454,569.0,68.46942063280301,14.245610841120273,1382.0,241.3561416752428,53.175777078880685,280.0,48.70118658554725,10.648585891222002,11.0,1.0999999999999999,0.11000000000000004,86.0,0.46699334353703736,0.002535846312882566
7,0.0,12,359.9928268803214,562.0,72.04945621157191,15.260332656604525,1430.0,239.078856177754,50.79324181183105,290.0,48.95061441544273,10.444977736211717,0.0,0.0,0.0,0.0,0.0,0.0
8,0.054,11,360.0200486519409,568.0,69.3762714554561,14.379978670548155,1383.0,233.79640093266357,49.22065514144702,323.0,54.78192164438313,11.967674859562093,15.0,1.5000000000000002,0.15000000000000008,102.0,0.553875826055556,0.0030076316734188565
9,0.054,1,359.96697431682674,566.0,71.72287280507305,15.770971170827343,1436.0,244.0924092606471,52.39648642456264,273.0,42.659695485413785,8.661277784106153,11.0,1.0999999999999999,0.11000000000000004,83.0,0.4507028780648151,0.0024473865577820113
10,0.054,17,359.84207431648065,558.0,68.76513164912453,14.264743146030264,1412.0,238.3296294978744,51.370896751454616,301.0,51.48604006061903,11.287419497632348,10.0,0.9999999999999999,0.10000000000000003,95.0,0.5158647399537041,0.0028012255781842293
11,0.0,11,360.2582679218775,558.0,74.441783430824,15.637706639243527,1369.0,236.95376110432863,51.26821093631063,281.0,48.875971643418715,10.752429991314722,0.0,0.0,0.0,0.0,0.0,0.0
