id,probability_maraud,successful_mating,next_foraging_time,foraging_events,foraging_hrs,foraging_sqhrs,staying_events,staying_hrs,staying_sqhrs,repairing_events,repairing_hrs,repairing_sqhrs,marauding_events,marauding_hrs,marauding_sqhrs,traveling_events,traveling_hrs,traveling_sqhrs
0,0.0,7,360.4439197894155,568.0,69.40305207688306,13.826419325029828,1248.0,211.45459724605723,45.25477949622584,479.0,79.22596106253077,16.869748248953126,0.0,0.0,0.0,0.0,0.0,0.0
1,0.054,14,359.8964725359262,566.0,69.93414069388085,13.796660468686113,1360.0,226.1328671425449,47.70148025508851,371.0,62.66741425390269,13.912075780211694,11.0,1.0999999999999999,0.11000000000000004,63.0,0.3420997749166669,0.001857654857111648
2,0.054,8,360.17506458066237,566.0,75.49788710894009,16.66531510906946,1370.0,234.18888115065968,50.941011440232884,299.0,49.40795831464178,10.587136192563442,6.0,0.6,0.06000000000000001,73.0,0.396401326490741,0.0021525207074468296
3,0.054,13,360.2195202503516,569.0,70.43225519767617,14.364074553569457,1300.0,221.43925857292757,47.47633775469011,399.0,66.98677528014653,14.342284442519645,9.0,0.8999999999999999,0.09000000000000002,73.0,0.396401326490741,0.0021525207074468296
4,0.054,7,360.35607770411053,561.0,72.15822859024517,16.251791998685718,1364.0,231.37856456902742,49.95974806844447,344.0,54.719319985990914,11.471008536644103,13.0,1.3,0.13000000000000006,86.0,0.46699334353703736,0.002535846312882566
5,0.054,10,360.04361783086824,575.0,72.75357281247321,15.496343876925655,1407.0,237.24406082182136,51.038984317616936,304.0,48.886086083496096,10.570749461417039,8.0,0.7999999999999999,0.08000000000000002,67.0,0.3638203955462965,0.0019756011972457206
6,0.054,9,360.394885453371,556.0,69.0726442061227,14.29468597657857,1423.0,240.86726743988672,51.312165155445754,292.0,48.382397608199675,10.420043958443935,12.0,1.2,0.12000000000000005,91.0,0.4941441193240744,0.0026832792380501566
7,0.054,8,360.0669085817851,578.0,70.86786388261821,14.585389309894396,1315.0,220.2648116481981,46.928477584484845,422.0,67.61309903081917,14.171722215708305,11.0,1.0999999999999999,0.11000000000000004,69.0,0.37468070586111135,0.002034574367312757
8,0.0,9,360.13565703507766,564.0,70.52094870448488,15.47423645983603,1457.0,247.14352231780907,52.356766353716885,259.0,42.59419884326158,8.965530965879388,0.0,0.0,0.0,0.0,0.0,0.0
9,0.054,9,359.9462768047901,574.0,71.30401192711976,14.902508614570943,1165.0,195.45339634330293,41.62834207443077,526.0,91.65029177351512,19.90303254107017,13.0,1.3,0.13000000000000006,66.0,0.3583902403888891,0.0019461146122122025
10,0.054,8,360.0417441683443,572.0,73.74148173724403,16.22987291242414,1203.0,200.04422609152954,42.656107948544665,499.0,85.09807121362029,18.294861575010664,10.0,0.9999999999999999,0.10000000000000003,66.0,0.3583902403888891,0.0019461146122122025
11,0.054,2,360.2266955039027,563.0,70.66426726551948,15.250725807560887,1355.0,226.9079499114965,48.037951471807474,354.0,60.93159165680457,13.265016052534506,11.0,1.0999999999999999,0.11000000000000004,74.0,0.4018314816481484,0.002182007292480348
12,0.054,11,360.3784707495003,564.0,68.7201709307528,14.074484649435641,1362.0,229.19038546525675,48.97271887279906,361.0,60.897915312597405,13.069063603366997,8.0,0.7999999999999999,0.08000000000000002,75.0,0.4072616368055558,0.002211493877513866
13,0.054,8,360.02242492261956,567.0,72.21589635218726,14.563724929570245,1351.0,230.9119010779429,49.48296290116455,306.0,54.95673252679077,12.096448497353059,16.0,1.6000000000000003,0.1600000000000001,82.0,0.4452727229074077,0.002417899972748493
14,0.054,7,360.0975977416688,562.0,66.41088435975054,12.959785342351884,1363.0,230.85458633104335,50.30398287254454,366.0,61.57514101841911,13.098288545304484,9.0,0.8999999999999999,0.09000000000000002,71.0,0.3855410161759262,0.0020935475373797933
15,0.0,8,360.29638873527017,558.0,70.442246608499,14.206106579918403,1297.0,216.92858234839088,45.7753910741295,425.0,72.8198712957444,15.639283503831383,0.0,0.0,0.0,0.0,0.0,0.0
16,0.054,9,360.2035396148016,567.0,72.13946336734458,15.285743835585738,1326.0,225.99443649820682,48.536275893537244,358.0,60.613769957350414,13.09065196447354,11.0,1.0999999999999999,0.11000000000000004,71.0,0.3855410161759262,0.0020935475373797933
17,0.054,12,360.24152967319475,579.0,72.18338642156934,15.298046455123032,1419.0,237.75602210574385,50.60064217700998,293.0,48.28709000005784,10.075746603754164,15.0,1.5000000000000002,0.15000000000000008,85.0,0.46156318837962995,0.0025063597278490476
18,0.054,9,359.91963812056014,560.0,67.12362537946505,13.873147029534117,1463.0,249.27665905274668,53.72233824617515,256.0,41.67961524538682,8.683035314904439,14.0,1.4000000000000001,0.14000000000000007,103.0,0.5593059812129634,0.0030371182584523746
19,0.054,7,360.10003539238414,555.0,73.0457972425148,15.220145244228497,1332.0,220.3936995932467,46.70253152809586,399.0,64.31680684530352,13.351854998213296,19.0,1.9000000000000006,0.1900000000000001,85.0,0.46156318837962995,0.0025063597278490476
20,0.054,9,360.2546235233521,563.0,69.36798597449398,14.962362097250377,1439.0,240.37104130752107,50.399447813646724,286.0,48.70920347321238,10.453462666440938,11.0,1.0999999999999999,0.11000000000000004,87.0,0.4724234986944448,0.002565332897916084
21,0.054,11,360.4802842935634,568.0,70.27555600685149,14.56204847577781,1472.0,251.7188531364558,54.07599440093895,213.0,36.57470494888477,7.859273297021312,11.0,1.0999999999999999,0.11000000000000004,75.0,0.4072616368055558,0.002211493877513866
22,0.054,10,359.92478385397953,575.0,71.21877051741842,15.136255708198126,1183.0,202.57146806731672,43.316239210940246,502.0,85.14824318604748,17.965237565963697,7.0,0.7,0.07,68.0,0.36925055070370394,0.002005087782279239
23,0.054,11,360.034124861745,566.0,69.85969764036443,14.986160247140706,1482.0,250.82979064194805,53.4539915316453,225.0,37.807897715048405,7.881730773276727,12.0,1.2,0.12000000000000005,81.0,0.4398425677500003,0.002388413387714975
