id,probability_maraud,successful_mating,next_foraging_time,mar_attempts,mate_attempts,foraging_events,foraging_hrs,foraging_sqhrs,staying_events,staying_hrs,staying_sqhrs,repairing_events,repairing_hrs,repairing_sqhrs,marauding_events,marauding_hrs,marauding_sqhrs,traveling_events,traveling_hrs,traveling_sqhrs
0,0.0,9,360.16819647794705,"[['5' '20.696554017684328' 'present']
 ['5' '25.514884279434007' 'present']
 ['5' '43.7932723050686' 'present']
 ['5' '61.881655973105985' 'marauded']
 ['3' '104.03664343200907' 'present']
 ['3' '106.6147497313595' 'marauded']
 ['5' '128.12995518509027' 'present']
 ['5' '177.425802248691' 'marauded']
 ['5' '187.83174398120016' 'present']
 ['3' '222.41830096389103' 'marauded']
 ['5' '226.8455552490956' 'destroyed']
 ['5' '242.32779377932565' 'present']
 ['5' '247.1459734862145' 'marauded']
 ['3' '272.82588885259804' 'present']
 ['3' '317.74824502362213' 'marauded']]","[['F90' '53.523551382314416' 'mated']
 ['F11' '90.44629293041065' 'mated']
 ['F1' '108.29560671288891' 'destroyed']
 ['F101' '119.6446623908472' 'mated']
 ['F82' '166.48847736224107' 'mated']
 ['F44' '177.89571584915376' 'destroyed']
 ['F59' '179.9385519025651' 'destroyed']
 ['F64' '219.75267391123955' 'absent']
 ['F78' '235.76696430789286' 'mated']
 ['F69' '236.19158808877015' 'mated']
 ['F51' '240.67500298234015' 'mated']
 ['F26' '245.26541440260425' 'mated']
 ['F8' '296.1097512142433' 'mated']]",566.0,71.78786107565294,14.866125663125663,1473.0,251.56646100039742,53.61948689141731,220.0,36.67387926203911,7.8344330253148025,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,6,360.20559087032115,"[['3' '2.920002135217062' 'marauded']
 ['5' '21.531231014925122' 'marauded']
 ['5' '42.34299105330313' 'present']
 ['3' '82.65667893463593' 'marauded']
 ['5' '88.25819669732236' 'presentdestroyed']
 ['5' '94.19461269289536' 'present']
 ['3' '95.61782343200015' 'present']
 ['3' '106.51012010172988' 'marauded']
 ['3' '117.69650402097686' 'present']
 ['5' '180.52272913795582' 'marauded']
 ['3' '181.3871827087002' 'presentdestroyed']
 ['3' '185.50573057748835' 'presentdestroyed']
 ['5' '213.02972878575775' 'present']
 ['5' '239.81564393975003' 'present']
 ['5' '242.87822834505008' 'marauded']
 ['3' '255.52622583341392' 'present']
 ['3' '303.6924850186388' 'marauded']
 ['3' '303.7971146482685' 'presentdestroyed']
 ['5' '333.729759030208' 'present']
 ['3' '336.006400258587' 'marauded']
 ['3' '346.74356719983825' 'present']]","[['F103' '55.94251575587898' 'mated']
 ['F68' '106.4013988632358' 'mated']
 ['F50' '120.08551499927293' 'absent']
 ['F91' '149.70953619584876' 'mated']
 ['F2' '157.54937253451075' 'mated']
 ['F12' '176.46655995985995' 'mated']
 ['F29' '189.78191159253188' 'mated']
 ['F69' '224.1823288295109' 'absent']
 ['F51' '240.67268816752534' 'absent']]",565.0,72.99987809425086,16.465690352176406,1421.0,238.12194113736317,50.471449117558485,292.0,49.04247720803721,10.633209707695729,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,13,360.1915640336012,"[['3' '0.9632799964898449' 'present']
 ['5' '6.650268576371412' 'present']
 ['3' '12.470587924245656' 'marauded']
 ['3' '37.04343257560141' 'present']
 ['3' '52.806807022264984' 'present']
 ['3' '54.585959056347534' 'present']
 ['5' '68.29435933625814' 'present']
 ['5' '73.54230238818799' 'marauded']
 ['5' '73.79525020737421' 'presentdestroyed']
 ['5' '97.08627401666776' 'present']
 ['3' '116.70922981729412' 'present']
 ['3' '121.5678478747468' 'present']
 ['3' '150.32962878672055' 'present']
 ['5' '151.77415410974376' 'marauded']
 ['5' '154.34479935216942' 'destroyed']
 ['5' '158.87965345105528' 'marauded']
 ['5' '199.40876859811678' 'present']
 ['5' '210.83617556664038' 'marauded']
 ['5' '273.2889177454201' 'present']
 ['3' '273.5888826542338' 'present']
 ['5' '273.8507327332504' 'present']
 ['5' '317.8005421716931' 'present']
 ['5' '332.3692364845556' 'present']
 ['3' '341.8211071827882' 'present']]","[['F57' '78.51996365709614' 'destroyed']
 ['F0' '82.20161989752226' 'mated']
 ['F31' '167.9788380927001' 'mated']
 ['F97' '170.17578961842074' 'absent']
 ['F52' '174.08278232699556' 'mated']
 ['F44' '177.89803066396857' 'mated']
 ['F53' '179.02322786351124' 'mated']
 ['F36' '200.3307922704592' 'mated']
 ['F49' '205.02209288792739' 'mated']
 ['F104' '206.48456799281482' 'mated']
 ['F100' '218.16843205609715' 'destroyed']
 ['F54' '234.5869964999175' 'mated']
 ['F32' '245.86595297502092' 'mated']
 ['F40' '248.91923058812046' 'mated']
 ['F67' '258.0425354041464' 'mated']
 ['F37' '308.9251432686312' 'mated']]",560.0,68.21134093291377,14.000223779169277,1528.0,261.24010383472125,55.88586871080565,181.0,30.65790625411515,6.444478363703359,0.0,0.0,0.0,0.0,0.0,0.0
3,0.054,10,360.0870869081338,"[['5' '49.72423894984982' 'present']
 ['5' '142.74847967091495' 'marauded']
 ['5' '194.94981997693975' 'marauded']
 ['5' '249.1541149818953' 'present']
 ['5' '289.2541666246096' 'present']
 ['5' '320.42389342631554' 'present']]","[['F83' '98.73137960436063' 'mated']
 ['F34' '105.30418000197186' 'mated']
 ['F1' '108.30255115733334' 'mated']
 ['F61' '135.47240712839292' 'mated']
 ['F92' '143.20212287584462' 'destroyed']
 ['F53' '179.02091304869643' 'absent']
 ['F27' '184.41251339065505' 'mated']
 ['F74' '200.8073925605028' 'destroyed']
 ['F99' '205.27346764948598' 'mated']
 ['F77' '243.9936938040721' 'mated']
 ['F45' '251.57356296068014' 'mated']
 ['F66' '271.40451249765187' 'mated']
 ['F98' '305.4879831897094' 'absent']
 ['F18' '339.11348459215384' 'mated']]",553.0,71.14052907479474,15.488401381524517,1623.0,273.77952599951215,58.2111823500563,73.0,12.182361285188765,2.554150039886918,25.0,2.500000000000001,0.25000000000000017,88.0,0.40740740740740783,0.0018861454046639214
4,0.0,8,360.0831275090128,"[['3' '9.171590954600823' 'marauded']
 ['5' '67.46378325263414' 'present']
 ['3' '76.14522521499941' 'marauded']
 ['5' '162.93592325013665' 'marauded']
 ['5' '172.0740894388944' 'present']
 ['3' '203.3694366743312' 'present']
 ['3' '219.14915526772182' 'present']
 ['5' '247.8230004216681' 'present']
 ['5' '273.2935473750498' 'present']
 ['3' '303.5878553890091' 'marauded']
 ['3' '329.61569501972826' 'present']
 ['3' '350.8260975661765' 'present']]","[['F88' '30.290822480215244' 'mated']
 ['F3' '39.26881356354691' 'mated']
 ['F1' '108.29792152770372' 'absent']
 ['F60' '120.79150569182423' 'mated']
 ['F19' '121.3400568632401' 'mated']
 ['F86' '136.8517570737164' 'mated']
 ['F63' '143.99788772217462' 'mated']
 ['F23' '176.1054950005917' 'mated']
 ['F100' '218.17074687091196' 'mated']
 ['F98' '305.4902980045242' 'destroyed']]",585.0,66.8880141116274,13.501718093874373,1592.0,268.9887533069421,57.704135850734275,154.0,24.248714458644283,4.825119877074314,0.0,0.0,0.0,0.0,0.0,0.0
5,0.054,7,360.68353120273764,"[['3' '107.89530211428155' 'marauded']
 ['3' '120.20796523420772' 'present']
 ['3' '175.35783612141972' 'present']
 ['3' '181.43775418336222' 'present']
 ['3' '310.79183063649907' 'marauded']
 ['3' '315.95561199378574' 'presentdestroyed']
 ['3' '358.69854269529753' 'present']]","[['F38' '2.3315268337191295' 'mated']
 ['F57' '78.52227847191095' 'mated']
 ['F106' '117.2618607666598' 'mated']
 ['F50' '120.08782981408774' 'mated']
 ['F95' '144.19602084591605' 'absent']
 ['F42' '158.37536560413142' 'mated']
 ['F84' '208.11850185546263' 'mated']
 ['F105' '216.1473792377688' 'absent']
 ['F64' '219.75498872605436' 'mated']
 ['F62' '342.0880320774072' 'absent']]",567.0,68.20471349825344,14.268075913704248,1614.0,277.13707823834164,60.05820209636854,72.0,12.174071869442287,2.638819790149171,21.0,2.1000000000000005,0.21000000000000013,106.0,0.49074074074074153,0.0022719478737997264
6,0.0,11,360.24137644003326,"[['5' '24.048335867276162' 'present']
 ['5' '34.96880658604098' 'present']
 ['5' '60.25525508766135' 'marauded']
 ['5' '83.56552829723152' 'present']
 ['5' '127.58312756696242' 'present']
 ['5' '142.57586060835268' 'present']
 ['5' '179.72540261577103' 'present']
 ['5' '180.8558073529644' 'present']
 ['5' '218.12468042840246' 'present']
 ['3' '219.2558600755911' 'present']
 ['5' '242.32316414969603' 'present']
 ['5' '246.71013899958314' 'present']
 ['3' '256.90453325360636' 'present']
 ['3' '268.0507323639302' 'present']
 ['5' '278.0184726841516' 'present']
 ['5' '301.25948667792824' 'marauded']
 ['3' '308.4229094070357' 'presentdestroyed']
 ['3' '331.5024764679204' 'present']]","[['F87' '78.38123502343583' 'mated']
 ['F50' '120.08320018445812' 'absent']
 ['F5' '128.98384623232403' 'mated']
 ['F85' '131.18870812897842' 'mated']
 ['F95' '144.19833566073086' 'mated']
 ['F76' '145.38342194410086' 'mated']
 ['F73' '153.21795049658277' 'mated']
 ['F71' '164.95621803184704' 'absent']
 ['F28' '165.36307555010643' 'mated']
 ['F10' '166.89403222802812' 'mated']
 ['F59' '179.94086671737992' 'mated']
 ['F74' '200.8097073753176' 'mated']
 ['F40' '248.91691577330565' 'absent']
 ['F17' '276.62232285722615' 'mated']]",568.0,66.542001087943,13.211681930860756,1648.0,281.239271353877,60.79036902948227,72.0,12.262002734801294,2.6919216622266164,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,9,360.49761866290004,"[['3' '7.104092947205443' 'present']
 ['5' '19.337755914051723' 'present']
 ['5' '30.819154812593474' 'present']
 ['5' '59.15470565414741' 'present']
 ['5' '67.56710577671686' 'present']
 ['5' '97.49560019507626' 'present']
 ['3' '111.32538702802506' 'present']
 ['5' '118.8466772803183' 'present']
 ['5' '139.74583030388513' 'present']
 ['3' '161.00800508111385' 'present']
 ['3' '208.88406918819922' 'present']
 ['3' '231.13325244216847' 'marauded']
 ['3' '283.600969673613' 'present']
 ['5' '297.75894794487414' 'present']
 ['5' '300.787315525543' 'present']
 ['3' '316.7771725006194' 'marauded']
 ['5' '320.0233356388078' 'presentdestroyed']
 ['3' '331.61525726453476' 'marauded']
 ['5' '335.08813734106985' 'presentdestroyed']]","[['F14' '5.234603954171126' 'mated']
 ['F103' '55.94020094106416' 'absent']
 ['F48' '135.98791857149214' 'mated']
 ['F7' '146.74281572244936' 'mated']
 ['F16' '158.49498465947804' 'mated']
 ['F96' '158.89879035656963' 'absent']
 ['F31' '167.9765232778853' 'absent']
 ['F39' '174.42051881831745' 'mated']
 ['F65' '215.1839184184041' 'mated']
 ['F56' '216.7094991674017' 'mated']
 ['F77' '243.9913789892573' 'absent']
 ['F102' '281.49775463385714' 'mated']
 ['F98' '305.49261281933906' 'mated']]",566.0,68.53722777768688,13.443738501774972,1620.0,273.2944209339727,58.134036882986145,122.0,18.35868727916664,3.4956046122898563,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,5,360.0186057645861,"[['3' '9.276220584230453' 'marauded']
 ['5' '19.630100688661738' 'present']
 ['5' '22.87129780785437' 'present']
 ['5' '40.33007334198861' 'present']
 ['3' '47.56132131283593' 'present']
 ['5' '73.79987983700383' 'present']
 ['5' '84.1428923463829' 'marauded']
 ['5' '148.26861566632718' 'present']
 ['5' '197.40716038292666' 'present']
 ['5' '236.68075019819898' 'present']
 ['5' '249.35306757003318' 'present']
 ['3' '291.9871945456511' 'present']
 ['3' '293.9593057545355' 'present']
 ['5' '298.21162244103726' 'present']
 ['3' '308.8820204020702' 'present']
 ['3' '339.13533534072803' 'present']
 ['5' '342.8410238051045' 'present']
 ['5' '349.42357629787836' 'present']]","[['F15' '61.6997659079917' 'mated']
 ['F1' '108.30023634251853' 'absent']
 ['F42' '158.3730507893166' 'absent']
 ['F97' '170.17810443323555' 'mated']
 ['F65' '215.18160360358928' 'absent']
 ['F9' '243.93110898771627' 'mated']
 ['F30' '294.08702137669684' 'mated']
 ['F62' '342.09034689222204' 'mated']]",574.0,70.75099325415549,14.818438477400019,1629.0,277.31541441701563,59.4078638325073,70.0,12.059320860091002,2.580243580585111,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,8,360.3826859078466,"[['3' '15.577822469057304' 'present']
 ['3' '20.78551218316039' 'present']
 ['5' '54.53261675263488' 'present']
 ['3' '55.62363438557579' 'present']
 ['3' '70.04482625426616' 'present']
 ['3' '117.69187439134724' 'present']
 ['5' '129.85840534086546' 'present']
 ['5' '173.20435188563536' 'present']
 ['5' '270.0555987493375' 'present']
 ['3' '301.09711825189294' 'marauded']
 ['5' '328.20604022810534' 'present']
 ['5' '348.2024468648422' 'present']
 ['5' '351.2823330087874' 'marauded']
 ['5' '356.19428717372574' 'destroyed']]","[['F4' '70.38035886042557' 'mated']
 ['F94' '83.00237879643606' 'mated']
 ['F6' '86.83955987712388' 'mated']
 ['F79' '141.45168753968014' 'mated']
 ['F92' '143.20443769065943' 'mated']
 ['F71' '164.95853284666185' 'mated']
 ['F69' '224.18927327395534' 'absent']
 ['F35' '269.62770522042985' 'mated']
 ['F20' '309.66512088739415' 'mated']]",558.0,69.78506197195779,14.233730849269417,1640.0,278.0691443518141,59.2032124598178,69.0,12.281172461467202,2.783734672756523,0.0,0.0,0.0,0.0,0.0,0.0
