id,probability_maraud,successful_mating,next_foraging_time,mar_attempts,mate_attempts,foraging_events,foraging_hrs,foraging_sqhrs,staying_events,staying_hrs,staying_sqhrs,repairing_events,repairing_hrs,repairing_sqhrs,marauding_events,marauding_hrs,marauding_sqhrs,traveling_events,traveling_hrs,traveling_sqhrs
0,0.054,9,360.1255455429088,"[['18' '35.42976270644235' 'present']
 ['10' '38.66057744770592' 'present']
 ['5' '38.66108101119288' 'present']
 ['10' '85.58076770557811' 'present']
 ['6' '163.12671554221436' 'present']
 ['6' '166.37701502422996' 'marauded']
 ['6' '169.42609413721368' 'destroyed']
 ['10' '181.85741103244817' 'present']
 ['23' '186.3821179075688' 'present']
 ['6' '196.4134149593314' 'present']
 ['23' '206.02875017534947' 'present']
 ['6' '223.79750021659484' 'present']
 ['18' '277.21263625852976' 'present']
 ['18' '278.9600560016006' 'marauded']
 ['10' '286.45180645852014' 'present']
 ['23' '307.86976658138803' 'present']
 ['5' '313.62096837631844' 'present']
 ['6' '359.68808737247195' 'present']]","[['F146' '16.181059154838575' 'mated']
 ['F98' '20.96759052043694' 'absent']
 ['F204' '69.15187489240445' 'mated']
 ['F90' '82.30553744997599' 'mated']
 ['F132' '107.92659756417191' 'mated']
 ['F178' '159.9926277096577' 'mated']
 ['F189' '163.1875590043489' 'mated']
 ['F56' '174.02705682661815' '']
 ['F83' '181.40780661296785' 'mated']
 ['F135' '197.88997981334836' 'mated']
 ['F102' '202.60288352584385' 'absent']
 ['F179' '216.87731998586094' 'absent']
 ['F202' '230.29950004111885' 'absent']
 ['F125' '257.1592091848746' 'mated']
 ['F127' '314.8822204124672' 'absent']]",577.0,67.35401799862926,13.277924633360993,1613.0,274.1476594541546,57.767982137237745,68.0,12.406494500636317,2.760017074890877,17.0,1.7000000000000004,0.1700000000000001,95.0,4.398148148148151,0.20361796982167316
1,0.0,8,360.49211374674184,"[['10' '7.449068555166082' 'present']
 ['23' '8.899161798492312' 'present']
 ['0' '10.52959074371686' 'marauded']
 ['0' '21.31566823213969' 'present']
 ['0' '37.72149794037746' 'present']
 ['0' '57.64463678971984' 'present']
 ['0' '63.109423511202934' 'present']
 ['0' '97.23415603893534' 'present']
 ['0' '100.83509550986496' 'present']
 ['18' '101.95825000617519' 'marauded']
 ['0' '106.06907952552955' 'presentdestroyed']
 ['6' '112.55078827938381' 'present']
 ['6' '157.5635431330248' 'marauded']
 ['10' '195.5278940897852' 'present']
 ['0' '209.68700180978345' 'marauded']
 ['18' '240.94998136339663' 'present']
 ['10' '249.41820134544153' 'marauded']
 ['18' '272.25269739023764' 'present']
 ['5' '280.6828910909333' 'present']
 ['23' '307.6180813225665' 'present']
 ['6' '309.20475107151975' 'present']
 ['18' '309.6007748846988' 'present']
 ['23' '314.9640768178377' 'present']
 ['0' '320.91426627029847' 'present']
 ['18' '328.2716894353019' 'marauded']
 ['6' '339.8870313376587' 'marauded']
 ['0' '352.1576035312617' 'present']
 ['6' '355.6763291252482' 'present']]","[['F166' '45.6516505901008' 'mated']
 ['F63' '47.37435252597893' 'mated']
 ['F148' '159.97490395379205' 'destroyed']
 ['F18' '166.62115826368725' 'mated']
 ['F111' '171.01619525593657' 'mated']
 ['F213' '188.11193969281737' 'mated']
 ['F126' '189.6073956543816' 'mated']
 ['F177' '202.70943742451487' 'mated']
 ['F172' '229.5349744137743' 'mated']]",575.0,70.15788797716198,15.195714582167044,1498.0,247.33515226517588,52.5383485473163,251.0,42.534250931181504,9.224377820652563,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,14,359.85035730689384,"[['5' '6.08329933149836' 'present']
 ['18' '17.61294463413698' 'present']
 ['23' '23.521948778848788' 'present']
 ['6' '70.68139778260505' 'present']
 ['6' '80.01782720321884' 'present']
 ['0' '110.4699815875048' 'present']
 ['0' '125.2960355728099' 'present']
 ['6' '133.30660585071044' 'present']
 ['23' '143.23236625440396' 'present']
 ['18' '168.08118843970806' 'present']
 ['0' '182.8121295555477' 'present']
 ['18' '191.65417909430056' 'present']
 ['0' '201.14429137615244' 'marauded']
 ['23' '224.84357483485124' 'present']
 ['18' '225.12539918096863' 'present']
 ['18' '227.12610588719778' 'marauded']
 ['6' '259.8152422818222' 'marauded']
 ['0' '262.4203159710322' 'destroyed']
 ['18' '268.10222641637785' 'present']
 ['10' '298.8398527595541' 'present']
 ['0' '309.4177646093756' 'present']
 ['10' '328.53623233523774' 'present']
 ['10' '345.85796126374004' 'present']]","[['F174' '12.115832147996908' 'mated']
 ['F44' '66.98602909367425' 'mated']
 ['F159' '70.39097258971613' 'mated']
 ['F182' '79.64186329010136' 'mated']
 ['F120' '87.54817660010414' 'mated']
 ['F150' '131.8648843211936' 'mated']
 ['F130' '133.14435007190943' 'mated']
 ['F151' '139.3715416626528' 'mated']
 ['F71' '170.63629096493818' 'mated']
 ['F94' '210.68475947183114' 'absent']
 ['F200' '244.47913907779594' 'mated']
 ['F19' '290.60153697044865' 'absent']
 ['F39' '304.9360355854588' 'mated']
 ['F57' '341.9931378214395' 'mated']
 ['F93' '344.90727524978524' 'mated']
 ['F205' '358.5881641600534' 'mated']]",570.0,73.29222779654734,14.81661852544264,1602.0,268.4097575168828,56.84858325347495,114.0,18.430150530370124,3.8140469851243726,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,9,360.17837849925877,"[['23' '3.764623040221679' 'present']
 ['23' '18.84233661508949' 'present']
 ['0' '21.14377367730909' 'present']
 ['6' '27.897901221677667' 'present']
 ['5' '33.566364318109045' 'present']
 ['0' '34.65271851795877' 'present']
 ['5' '41.11370125423587' 'present']
 ['6' '41.464511264259365' 'marauded']
 ['5' '68.74741113305781' 'marauded']
 ['10' '72.65848125069326' 'presentdestroyed']
 ['6' '74.15350367908269' 'presentdestroyed']
 ['10' '76.47910063286363' 'present']
 ['23' '94.85538800578054' 'present']
 ['23' '107.22920892888773' 'marauded']
 ['0' '115.30905026795212' 'present']
 ['10' '135.40616315579288' 'present']
 ['5' '148.52777850451125' 'present']
 ['0' '151.40972889730546' 'present']
 ['10' '187.99178237101808' 'present']
 ['0' '228.21085782394164' 'present']
 ['0' '239.1605252396326' 'present']
 ['0' '267.3775545500538' 'present']
 ['18' '269.9142342930015' 'marauded']
 ['6' '273.2610683352383' 'presentdestroyed']
 ['23' '303.91971483703463' 'present']
 ['5' '304.4388734254967' 'present']
 ['18' '305.7114563793137' 'present']
 ['5' '312.633613671869' 'present']
 ['0' '313.5472860752649' 'present']
 ['23' '322.3937711533025' 'present']
 ['18' '338.66555004974003' 'present']
 ['5' '347.97485473791534' 'present']
 ['5' '354.89243752775303' 'present']]","[['F98' '20.990738668585088' 'mated']
 ['F185' '61.351392828345105' 'mated']
 ['F5' '100.46491262768834' 'mated']
 ['F15' '101.84136911790921' 'absent']
 ['F95' '132.50001975667737' 'absent']
 ['F96' '146.41036973446103' 'mated']
 ['F196' '179.09107654649992' 'mated']
 ['F136' '216.60024607000759' 'mated']
 ['F115' '246.6290988685853' 'mated']
 ['F77' '301.1481966074979' 'mated']
 ['F113' '332.90587248659165' 'mated']]",564.0,69.6269121480106,13.846128797884523,1593.0,266.23729202434845,56.83861256686481,137.0,24.291993494275967,5.2487001028963505,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,8,359.9689980263379,"[['18' '26.087961441378006' 'present']
 ['18' '49.21626142158547' 'present']
 ['6' '134.11732728087472' 'present']
 ['18' '140.05752208296218' 'marauded']
 ['5' '140.5113630751239' 'presentdestroyed']
 ['10' '169.82418011771475' 'present']
 ['18' '181.42199456531355' 'marauded']
 ['0' '197.97683511215644' 'present']
 ['10' '229.14504729991913' 'present']
 ['5' '242.09288291601348' 'present']
 ['18' '246.7308623899651' 'present']
 ['23' '256.3610435863816' 'present']
 ['6' '256.4968759510094' 'present']
 ['23' '305.84671720358637' 'present']
 ['18' '321.09204475941084' 'present']
 ['10' '325.2096202934309' 'present']
 ['0' '338.97609491156265' 'present']
 ['0' '349.3280788900312' 'present']]","[['F167' '3.8841618844034747' 'mated']
 ['F121' '32.524762122784175' 'mated']
 ['F144' '95.68312080176793' 'mated']
 ['F3' '115.05746949269965' 'absent']
 ['F118' '147.1576855509689' 'absentdestroyed']
 ['F88' '177.34849072002828' 'mated']
 ['F56' '186.16594571550706' 'destroyed']
 ['F102' '202.626031673992' 'mated']
 ['F94' '210.7079076199793' 'mated']
 ['F64' '245.42717939119802' 'mated']
 ['F142' '258.00284997676056' 'mated']
 ['F77' '301.1019003112016' 'absent']]",573.0,67.50711592954282,13.637497812066666,1682.0,280.6254560653846,59.37488225369903,69.0,12.10610886911239,2.6814253959920733,0.0,0.0,0.0,0.0,0.0,0.0
5,0.054,11,360.06435780442604,"[['0' '18.660502421164978' 'marauded']
 ['18' '42.683995067621154' 'present']
 ['18' '71.02338721384166' 'marauded']
 ['10' '100.58700918024375' 'marauded']
 ['18' '112.06299931287997' 'present']
 ['0' '154.32005092712643' 'present']
 ['10' '156.03334815533117' 'marauded']
 ['18' '164.51474237490837' 'present']
 ['23' '164.70726214431684' 'marauded']
 ['6' '173.3779897672031' 'present']
 ['18' '206.84551021724434' 'present']
 ['18' '250.35532201332015' 'marauded']
 ['10' '252.2551619788769' 'presentdestroyed']
 ['18' '281.569410239497' 'present']
 ['23' '282.64987655690015' 'present']
 ['0' '289.51411284797916' 'marauded']
 ['18' '325.939109155744' 'present']
 ['18' '335.47684937443836' 'present']]","[['F149' '54.03521631517817' 'absent']
 ['F41' '73.06970523892201' 'destroyed']
 ['F35' '79.03041848365346' '']
 ['F183' '101.66563306097038' 'absentdestroyed']
 ['F153' '117.85154821121233' 'mated']
 ['F54' '184.58581255756556' 'mated']
 ['F194' '193.34785413378148' 'mated']
 ['F46' '205.15847857920858' 'mated']
 ['F47' '208.93395742651825' 'mated']
 ['F134' '216.34523312014596' 'mated']
 ['F55' '218.46044107554468' 'mated']
 ['F112' '232.4383640855223' 'mated']
 ['F49' '244.550915350278' 'mated']
 ['F100' '268.138264324193' 'mated']
 ['F154' '280.01251511775206' 'mated']
 ['F39' '304.91288743731064' 'absent']]",575.0,73.04946351902636,14.498798675219819,1404.0,239.01920000570033,51.438670682155326,257.0,42.77403254302969,9.140491040152432,17.0,1.7000000000000004,0.1700000000000001,80.0,3.703703703703703,0.17146776406035646
6,0.054,15,360.2080223773233,"[['18' '55.600762472871196' 'present']
 ['5' '62.41178196458986' 'present']
 ['0' '64.2968876719085' 'present']
 ['0' '82.22542529596296' 'present']
 ['5' '112.93814446074963' 'present']
 ['23' '123.2954444137791' 'present']
 ['10' '128.3991050532436' 'present']
 ['18' '138.41370212162957' 'present']
 ['23' '166.62167072219597' 'present']
 ['5' '183.45073488515186' 'marauded']
 ['18' '188.98148823646395' 'presentdestroyed']
 ['18' '209.87125920739908' 'present']
 ['23' '214.4219691957795' 'marauded']
 ['0' '223.3553014935394' 'present']
 ['18' '225.17169547726493' 'present']
 ['5' '240.83576237037556' 'present']
 ['23' '242.6371186933509' 'marauded']
 ['5' '305.86319008872897' 'present']
 ['10' '316.1259521153192' 'present']
 ['0' '326.154725724025' 'present']
 ['5' '349.40495500047393' 'present']
 ['5' '349.94618509010644' 'present']]","[['F22' '30.108944230486426' 'mated']
 ['F152' '30.41439149773327' 'mated']
 ['F9' '86.48833355449639' 'mated']
 ['F101' '114.75820380054948' 'mated']
 ['F3' '115.0806176408478' 'mated']
 ['F52' '138.12291567792604' 'mated']
 ['F103' '149.26781293431196' 'mated']
 ['F173' '166.56995090938753' 'mated']
 ['F10' '170.91278157260538' 'mated']
 ['F42' '174.49470419265023' 'absent']
 ['F38' '182.33748237362013' 'mated']
 ['F187' '208.91448921587707' 'mated']
 ['F32' '209.54895783233107' 'mated']
 ['F80' '237.8511810093617' 'mated']
 ['F64' '245.40403124304987' 'absentdestroyed']
 ['F133' '257.37137978958157' 'mated']
 ['F12' '264.6088766395724' 'absent']
 ['F24' '298.6050696014765' 'mated']
 ['F45' '350.10394531920394' 'absent']]",578.0,68.30809969409668,13.350469821868115,1591.0,268.5162923259579,57.02617394375231,120.0,18.322997147586733,3.5224306957389655,12.0,1.2,0.12000000000000005,82.0,3.7962962962962954,0.17575445816186536
7,0.0,9,360.5074422603728,"[['23' '4.451332113200497' 'present']
 ['10' '15.934035121277232' 'present']
 ['18' '18.111193299519844' 'marauded']
 ['6' '22.547416769767263' 'presentdestroyed']
 ['10' '27.397063843938135' 'present']
 ['18' '27.53379801113926' 'marauded']
 ['10' '36.84156019868544' 'present']
 ['18' '48.77608869329339' 'present']
 ['23' '49.74860565707165' 'present']
 ['23' '85.33592393698937' 'marauded']
 ['23' '108.08602175470185' 'present']
 ['23' '122.29184463444494' 'marauded']
 ['10' '125.26642334143594' 'destroyed']
 ['10' '126.60417629910307' 'presentdestroyed']
 ['5' '147.69428194969956' 'present']
 ['6' '155.42714240556478' 'present']
 ['23' '159.40574392694683' 'present']
 ['6' '164.02550846568553' 'present']
 ['18' '164.75416375737547' 'present']
 ['18' '194.19968065290385' 'present']
 ['18' '195.3255438602791' 'present']
 ['23' '254.10366934889413' 'present']
 ['18' '265.8951687193058' 'present']
 ['10' '268.2831059309569' 'present']
 ['5' '268.5197853706269' 'present']
 ['0' '317.1560896882607' 'present']
 ['10' '318.81483395891667' 'present']
 ['18' '325.4068955757068' 'present']
 ['18' '339.6001404985243' 'present']]","[['F183' '101.71192935726668' 'mated']
 ['F3' '115.0343213445515' 'absent']
 ['F17' '116.86822155260012' 'mated']
 ['F87' '176.2582113518105' 'mated']
 ['F106' '210.08853269974801' 'mated']
 ['F165' '216.3900402190785' 'mated']
 ['F188' '241.14782173937283' 'mated']
 ['F190' '244.03964106612347' 'mated']
 ['F192' '269.1707407839649' 'mated']
 ['F11' '321.68147460619014' 'mated']]",555.0,72.52703790494125,15.844116207745287,1554.0,263.3132800797388,56.996758288284774,131.0,24.276106503855072,5.631996171471387,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,6,360.4755712001473,"[['6' '13.575368831121052' 'present']
 ['10' '26.52199809409486' 'present']
 ['5' '32.1455699498861' 'present']
 ['23' '65.9420558524437' 'marauded']
 ['6' '69.97088637751008' 'presentdestroyed']
 ['23' '100.54457314843597' 'present']
 ['18' '123.3240621698641' 'present']
 ['18' '134.36549033329817' 'present']
 ['0' '138.93071218229497' 'present']
 ['10' '139.05800817676882' 'present']
 ['10' '179.15018235938757' 'present']
 ['6' '182.67368295999938' 'present']
 ['0' '209.85988929060017' 'present']
 ['23' '218.96240491203056' 'present']
 ['6' '235.8613109888058' 'present']
 ['6' '240.6468343161234' 'present']
 ['10' '248.88773477984037' 'present']
 ['23' '287.068733370808' 'marauded']
 ['5' '300.19656987224363' 'present']
 ['18' '307.2809808461865' 'present']
 ['10' '323.5657629616069' 'marauded']
 ['0' '336.21745211395927' 'present']
 ['5' '350.4106120211096' 'present']
 ['10' '353.1879273661239' 'present']
 ['6' '356.87239227133614' 'present']]","[['F195' '85.53337155034131' 'mated']
 ['F79' '141.36609848455265' 'mated']
 ['F197' '158.5119202799529' 'mated']
 ['F85' '168.24152613268456' 'mated']
 ['F163' '169.79792639617472' 'mated']
 ['F42' '174.51785234079838' 'absent']
 ['F162' '174.54576422719998' 'absent']
 ['F180' '335.16990132155377' 'mated']]",564.0,69.79876763248348,14.995830063124641,1632.0,272.03787976605645,56.79945954177145,103.0,18.402842371064853,4.080826492431781,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,7,360.4562487948626,"[['6' '9.180117364927924' 'present']
 ['10' '31.335362685370363' 'present']
 ['6' '38.24915818769738' 'present']
 ['0' '44.32797788694565' 'present']
 ['23' '45.82120942199123' 'present']
 ['23' '62.14249407274672' 'present']
 ['0' '63.155719807499224' 'present']
 ['5' '147.74057824599586' 'present']
 ['18' '153.5401148448906' 'present']
 ['18' '153.91620484566528' 'present']
 ['10' '168.31424994306715' 'present']
 ['10' '182.93185100732794' 'present']
 ['10' '200.4867046619724' 'present']
 ['5' '259.31974408880325' 'marauded']
 ['10' '263.9141960859967' 'destroyed']
 ['23' '266.10726698489253' 'presentdestroyed']
 ['6' '284.97349921988484' 'present']
 ['0' '287.04701139110244' 'marauded']
 ['5' '300.24286616853993' 'present']
 ['5' '338.2172482751098' 'marauded']
 ['6' '353.39679281427624' 'marauded']
 ['23' '359.21838710117777' 'presentdestroyed']]","[['F8' '9.961312754994221' 'mated']
 ['F109' '58.19784816881535' 'mated']
 ['F35' '79.07671477994977' 'mated']
 ['F56' '174.07335312291445' 'absent']
 ['F82' '174.58358873283518' 'mated']
 ['F176' '182.13922458033318' 'absent']
 ['F179' '216.9004681340091' 'mated']
 ['F181' '226.37474631552539' 'mated']
 ['F43' '285.900562224665' 'mated']]",572.0,68.32999082013446,13.11149846925993,1539.0,267.80163513205554,58.71250562114718,142.0,23.99504389134214,5.295126850826359,0.0,0.0,0.0,0.0,0.0,0.0
