id,probability_maraud,successful_mating,next_foraging_time,foraging_events,foraging_hrs,foraging_sqhrs,staying_events,staying_hrs,staying_sqhrs,repairing_events,repairing_hrs,repairing_sqhrs,marauding_events,marauding_hrs,marauding_sqhrs,traveling_events,traveling_hrs,traveling_sqhrs
0,0.0,5,360.1114051845891,572.0,72.79285005815105,15.368242342968914,1560.0,262.93375858408365,56.12367946072536,147.0,24.334441174865812,5.062312318427065,0.0,0.0,0.0,0.0,0.0,0.0
1,0.018,13,360.064390672125,564.0,72.03276776462106,15.375508948549488,1717.0,287.1800968476681,60.996496019306285,0.0,0.0,0.0,4.0,0.4,0.04000000000000001,41.0,0.4442874091800926,0.004814421998925826
